194,3184,1439388469894083
195,3190,1439388470269052
196,3196,1439388470643990
197,3201,1439388470956440
198,3207,1439388471331380
199,3214,1439388471768815
200,3224,1439388472393713
201,3241,1439388473456044
202,3253,1439388474205925
203,3258,1439388474518378
204,3263,1439388474830825
205,3268,1439388475143276
206,3273,1439388475455728
207,3279,1439388475830668
208,3287,1439388476393089
209,3293,1439388476830528
210,3300,1439388477330459
211,3308,1439388477892899
212,3319,1439388478705325
213,3325,1439388479080265
214,3333,1439388479580221
215,3339,1439388479955161
216,3344,1439388480267610
217,3350,1439388480642550
218,3357,1439388481079980
219,3363,1439388481454920
220,3368,1439388481767371
221,3373,1439388482079822
222,3378,1439388482392271
223,3383,1439388482767220
224,3388,1439388483142173
225,3394,1439388483579645
226,3399,1439388483954631
227,3404,1439388484329609
228,3409,1439388484642085
229,3416,1439388485079552
230,3423,1439388485516991
231,3431,1439388486016910
232,3439,1439388486516859
233,3448,1439388487079266
234,3456,1439388487579184
235,3466,1439388488204086
236,3473,1439388488641516
237,3480,1439388489078946
238,3487,1439388489516374
239,3493,1439388489891315
240,3499,1439388490266254
241,3505,1439388490641192
242,3510,1439388490953642
243,3515,1439388491266090
244,3520,1439388491578547
245,3525,1439388491891030
246,3530,1439388492203511
247,3535,1439388492578489
248,3540,1439388492890964
249,3545,1439388493203432
250,3550,1439388493515914
251,3555,1439388493828371
252,3560,1439388494140820
253,3565,1439388494453287
254,3570,1439388494765735
255,3575,1439388495078185
256,3580,1439388495390655
257,3585,1439388495703112
258,3590,1439388496015574
259,3595,1439388496328025
260,3600,1439388496640472
261,3611,1439388497327871
262,3617,1439388497702847
263,3622,1439388498015298
264,3627,1439388498327744
265,3633,1439388498702684
266,3639,1439388499077621
267,3645,1439388499452559
268,3653,1439388499952481
269,3659,1439388500327421
270,3664,1439388500639891
271,3671,1439388501077357
272,3676,1439388501389843
273,3683,1439388501827286
274,3688,1439388502139738
275,3693,1439388502452187
276,3699,1439388502827127
277,3705,1439388503202067
278,3710,1439388503514517
279,3715,1439388503826968
280,3720,1439388504139420
281,3725,1439388504451866
282,3730,1439388504764316
283,3735,1439388505076766
284,3740,1439388505389215
285,3745,1439388505701663
286,3750,1439388506014113
287,3755,1439388506326564
288,3760,1439388506639050
289,3765,1439388506951527
290,3770,1439388507264004
291,3775,1439388507576491
292,3780,1439388507888968
293,3785,1439388508201425
294,3790,1439388508513873
295,3795,1439388508826323
296,3800,1439388509138774
297,3805,1439388509451251
298,3810,1439388509763709
299,3815,1439388510076173
300,3820,1439388510388625
301,3825,1439388510701070
302,3830,1439388511013535
303,3835,1439388511326004
304,3840,1439388511638463
305,3845,1439388511950908
306,3850,1439388512263378
307,3855,1439388512575826
308,3863,1439388513075745
309,3870,1439388513513174
310,3877,1439388513950604
311,3882,1439388514263055
312,3887,1439388514575505
313,3892,1439388514887979
314,3897,1439388515200459
315,3902,1439388515512936
316,3907,1439388515825394
317,3912,1439388516137846
318,3917,1439388516450299
319,3922,1439388516762749
320,3927,1439388517075197
321,3932,1439388517387646
322,3937,1439388517700112
323,3942,1439388518012580
324,3947,1439388518325044
325,3952,1439388518637515
326,3957,1439388518949967
327,3962,1439388519262415
328,3967,1439388519574874
329,3972,1439388519887346
330,3977,1439388520199792
331,3982,1439388520512241
332,3987,1439388520824690
333,3992,1439388521137140
334,3997,1439388521449591
335,4002,1439388521762077
336,4007,1439388522074550
337,4012,1439388522387003
338,4017,1439388522699467
339,4022,1439388523011922
340,4027,1439388523324379
341,4032,1439388523636831
342,4037,1439388523949298
343,4043,1439388524324239
344,4049,1439388524699197
345,4056,1439388525136625
346,4061,1439388525449074
347,4066,1439388525761520
348,4071,1439388526073969
349,4076,1439388526386417
350,4081,1439388526698868
351,4086,1439388527011333
352,4091,1439388527323811
353,4096,1439388527636289
354,4101,1439388527948761
355,4106,1439388528261215
356,4111,1439388528573664
357,4116,1439388528886115
358,4121,1439388529198574
359,4126,1439388529511043
360,4132,1439388529885981
361,4138,1439388530260921
362,4145,1439388530698376
363,4150,1439388531010843
364,4155,1439388531323291
365,4160,1439388531635746
366,4165,1439388531948215
367,4170,1439388532260664
368,4175,1439388532573134
369,4180,1439388532885581
370,4186,1439388533260524
371,4194,1439388533760437
372,4203,1439388534322896
373,4213,1439388534947812
374,4221,1439388535447732
375,4230,1439388536010159
376,4239,1439388536572578
377,4251,1439388537322461
378,4268,1439388538384791
379,4543,1439388558007086
380,4553,1439388558757052
381,4558,1439388559069530
382,4564,1439388559444500
383,4571,1439388559881935
384,4582,1439388560569322
385,4590,1439388561069239
386,4595,1439388561381724
387,4600,1439388561694194
388,4607,1439388562131621
389,4612,1439388562444068
390,4617,1439388562756520
391,4622,1439388563068970
392,4627,1439388563381423
393,4632,1439388563693868
394,4638,1439388564068807
395,4643,1439388564381259
396,4648,1439388564693707
397,4654,1439388565068646
398,4661,1439388565506075
399,4668,1439388565943522
400,4676,1439388566443486
401,4684,1439388566943452
402,4689,1439388567255937
403,4706,1439388568318283
404,5150,1439388599689038
405,5166,1439388600688926
406,5180,1439388601563787
407,5191,1439388602251176
408,5198,1439388602688604
409,5203,1439388603001055
410,5208,1439388603313506
411,5213,1439388603625953
412,5218,1439388603938401
413,5223,1439388604250876
414,5228,1439388604563352
415,5233,1439388604875840
416,5238,1439388605188315
417,5243,1439388605500777
418,5248,1439388605813244
419,5253,1439388606125705
420,5258,1439388606438161
421,5263,1439388606750617
422,5270,1439388607188061
423,5280,1439388607812977
424,5300,1439388609062789
425,5317,1439388610125160
426,5336,1439388611312501
427,5367,1439388613249756
428,5396,1439388615061999
429,5427,1439388616999213
430,5465,1439388619373832
431,5483,1439388620498660
432,5497,1439388621373516
433,5507,1439388621998418
434,5513,1439388622435894
435,5522,1439388623123358
436,5529,1439388623560807
437,5535,1439388623935783
438,5540,1439388624248253
439,5548,1439388624748181
440,5555,1439388625185614
441,5562,1439388625623046
442,5569,1439388626060472
443,5576,1439388626497904
444,5584,1439388626997842
445,5590,1439388627372817
446,5595,1439388627685286
447,5600,1439388627997756
448,5606,1439388628372695
449,5612,1439388628747635
450,5618,1439388629122575
451,5624,1439388629497526
452,5630,1439388629872501
453,5637,1439388630309939
454,5643,1439388630684882
455,5649,1439388631059819
456,5655,1439388631434759
457,5661,1439388631809734
458,5667,1439388632184685
459,5672,1439388632497136
460,5677,1439388632809588
461,5682,1439388633122040
462,5687,1439388633434486
463,5692,1439388633746937
464,5697,1439388634059388
465,5702,1439388634371840
466,5707,1439388634684288
467,5712,1439388634996740
468,5718,1439388635371681
469,5723,1439388635684131
470,5728,1439388635996582
471,5733,1439388636309035
472,5738,1439388636621481
473,5747,1439388637183890
474,5755,1439388637683812
475,5761,1439388638058753
476,5768,1439388638558686
477,5773,1439388638933633
478,5778,1439388639308599
479,5785,1439388639808513
480,5790,1439388640183464
481,5795,1439388640558423
482,5804,1439388641245889
483,5816,1439388642058338
484,5823,1439388642495802
485,5833,1439388643120719
486,5855,1439388644495492
487,5872,1439388645557825
488,5883,1439388646245213
489,5894,1439388646932601
490,5905,1439388647619994
491,5919,1439388648494862
492,5935,1439388649619797
493,5948,1439388650432211
494,5961,1439388651244630
495,5974,1439388652056986
496,5985,1439388652744405
497,5996,1439388653431826
